time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
202255,1196,1196,1196,1196,0.25,638,11.51,9.16,2.43,-138.04,-9.14,2.19,1.02,-5.0,-18.1,-31.2
202255,1196,1196,1196,1196,0.25,637,11.51,9.1,2.57,-139.46,2.45,2.02,4.55,-3.6,8.4,-30.0
202255,1196,1196,1196,1196,0.28,641,11.49,8.69,2.59,-140.87,-0.57,6.39,13.3,-3.4,7.3,-27.2
202255,1196,1196,1196,1196,0.29,642,11.5,8.36,2.67,-142.2,3.86,0.98,9.22,-1.9,13.9,-26.4
202255,1196,1196,1196,1196,0.3,643,11.5,8.21,2.61,-143.6,-15.32,4.81,19.6,-0.8,-8.4,-28.9
202255,1196,1196,1196,1196,0.28,641,11.5,8.44,2.98,-145.1,4.37,7.74,6.32,-2.6,22.3,-30.5
202255,1196,1196,1196,1196,0.31,644,11.49,8.52,3.07,-146.6,-0.34,-1.45,2.68,-0.7,9.0,-30.2
202255,1196,1196,1196,1196,0.3,643,11.51,8.15,3.28,-148.13,7.19,-3.4,1.73,-3.5,-4.1,-30.3
202255,1196,1196,1196,1196,0.26,639,11.51,8.22,3.33,-149.65,2.12,6.09,-0.15,-1.6,-2.2,-32.1
202255,1196,1196,1196,1196,0.31,644,11.51,8.4,3.12,-151.21,2.49,2.82,9.77,-1.9,0.7,-31.0
202255,1196,1196,1196,1196,0.3,643,11.5,8.4,2.84,-152.79,4.55,-0.21,2.1,0.4,22.5,-32.0
202255,1196,1196,1196,1196,0.31,644,11.5,7.97,2.86,-154.35,-0.7,-0.64,7.97,-1.5,-0.2,-31.1
202255,1196,1196,1196,1196,0.32,645,11.52,7.09,2.72,-155.86,8.51,1.74,9.02,0.9,5.7,-31.6
202255,1196,1196,1196,1196,0.33,646,11.5,7.21,2.36,-157.36,-8.08,-0.02,16.88,-3.1,-18.6,-31.4
202255,1196,1196,1196,1196,0.31,644,11.49,6.54,2.38,-158.92,-7.74,-5.0,6.03,-1.5,-29.7,-29.4
202255,1196,1196,1196,1196,0.28,641,11.51,6.09,2.22,-160.36,4.75,-1.14,-1.01,0.9,0.5,-29.2
202256,1196,1196,1196,1196,0.32,645,11.5,6.0,2.2,-161.84,-10.06,1.02,10.1,-0.2,-19.6,-27.0
202256,1196,1196,1196,1196,0.34,647,11.51,6.5,2.02,-163.23,5.15,3.05,8.81,1.3,-2.9,-27.6
202256,1196,1196,1196,1196,0.34,647,11.52,6.47,1.72,-164.72,6.35,1.47,15.65,1.4,-22.6,-30.0
202256,1196,1196,1196,1196,0.32,645,11.51,7.22,1.4,-166.19,-1.1,3.59,8.65,4.8,1.2,-29.2
202256,1196,1196,1196,1196,0.3,643,11.49,7.84,1.36,-167.6,9.65,3.71,3.52,4.5,12.5,-28.7
202256,1196,1196,1196,1196,0.35,648,11.5,8.34,1.53,-169.07,1.79,-2.2,6.45,5.6,2.2,-30.0
202256,1196,1196,1196,1196,0.31,644,11.49,8.25,1.96,-170.61,7.01,1.89,7.48,7.2,-14.0,-30.8
202256,1196,1196,1196,1196,0.32,645,11.5,8.29,1.7,-172.25,-16.48,0.52,19.16,7.1,-24.1,-32.9
202256,1196,1196,1196,1196,0.36,649,11.5,8.17,1.81,-173.85,-7.16,4.21,8.33,6.8,4.5,-33.8
202256,1196,1196,1196,1196,0.34,647,11.5,8.54,1.66,-175.47,1.69,2.98,12.62,5.1,28.3,-32.5
202256,1196,1196,1196,1196,0.36,649,11.49,9.0,1.45,-177.18,4.2,-4.9,6.84,4.6,3.1,-36.1
202256,1196,1196,1196,1196,0.36,649,11.51,9.2,1.6,-178.88,7.49,-1.11,4.76,3.8,15.1,-34.9
202256,1196,1196,1196,1196,0.36,649,11.5,8.62,1.34,179.34,7.0,1.24,3.18,3.1,16.0,-36.8
202256,1196,1196,1196,1196,0.37,650,11.51,8.47,1.18,177.51,-2.12,6.19,12.03,3.1,-15.3,-36.6
202256,1196,1196,1196,1196,0.35,648,11.5,8.09,1.13,175.66,-12.94,3.21,12.36,2.3,-17.9,-38.5
202256,1196,1196,1196,1196,0.34,647,11.51,8.13,1.52,173.77,6.93,-1.1,10.04,0.4,19.0,-39.0
202256,1196,1196,1196,1196,0.34,647,11.5,7.76,1.6,171.91,8.48,5.73,6.64,-0.2,6.7,-34.8
202256,1196,1196,1196,1196,0.38,651,11.48,7.39,1.22,170.06,3.83,3.94,8.95,-0.7,-18.7,-36.7
202256,1196,1196,1196,1196,0.37,650,11.5,7.76,1.17,168.18,0.06,6.59,7.9,-0.4,-5.5,-37.6
202256,1196,1196,1196,1196,0.37,650,11.51,7.78,1.26,166.29,-3.43,0.98,3.14,-0.6,1.1,-38.6
202257,1197,1197,1197,1197,0.35,648,11.49,7.89,1.27,164.39,2.24,0.56,4.55,-2.7,1.5,-39.4
202257,1197,1197,1197,1197,0.35,648,11.5,7.91,1.26,162.49,5.54,-5.25,14.38,-2.2,-1.8,-37.4
202257,1197,1197,1197,1197,0.35,648,11.49,7.49,1.43,160.53,5.91,-3.62,7.3,-3.5,-6.3,-41.3
202257,1197,1197,1197,1197,0.35,648,11.5,7.02,1.37,158.49,10.09,-0.37,1.18,-1.3,16.8,-41.4
202257,1197,1197,1197,1197,0.36,649,11.49,7.24,1.38,156.44,0.77,7.48,9.16,-2.6,3.5,-41.3
202257,1197,1197,1197,1197,0.38,651,11.5,7.35,1.07,154.49,-0.23,-0.92,18.65,-1.6,-18.9,-37.5
202257,1197,1197,1197,1197,0.39,652,11.51,6.81,0.96,152.65,3.17,-4.85,2.87,1.2,-0.4,-36.7
202257,1197,1197,1197,1197,0.38,651,11.5,6.67,0.83,150.7,6.16,-2.52,5.12,2.4,-15.9,-38.2
202257,1197,1197,1197,1197,0.37,650,11.49,6.14,0.98,148.74,10.36,-4.01,0.32,1.0,-12.9,-39.4
202257,1197,1197,1197,1197,0.39,652,11.5,6.1,0.76,146.75,-3.38,1.66,8.39,-0.1,-2.6,-39.4
202257,1197,1197,1197,1197,0.37,650,11.5,6.38,1.21,144.79,5.31,-1.68,0.22,2.1,8.7,-39.9
202257,1197,1197,1197,1197,0.39,652,11.51,5.9,1.07,142.79,-0.46,-1.89,5.05,-0.3,3.5,-41.0
202257,1197,1197,1197,1197,0.36,649,11.49,5.6,0.97,140.74,0.52,-12.81,12.07,0.2,-31.5,-40.7
202257,1197,1197,1197,1197,0.38,651,11.5,5.4,1.04,138.8,-7.53,4.01,16.75,-1.3,-24.2,-39.7
202257,1197,1197,1197,1197,0.36,649,11.49,5.62,1.11,136.91,-13.58,-0.42,13.47,-0.5,-9.4,-39.4
202257,1197,1197,1197,1197,0.35,648,11.49,5.3,1.39,135.11,-10.3,-3.2,19.6,-0.1,-24.6,-35.6
202257,1197,1197,1197,1197,0.41,654,11.5,5.64,1.64,133.39,-9.01,6.13,19.6,2.2,0.4,-37.3
202257,1197,1197,1197,1197,0.4,653,11.49,5.31,2.01,131.52,3.26,-5.84,0.3,3.7,7.6,-37.0
202257,1197,1197,1197,1197,0.42,655,11.5,5.26,1.89,129.74,-6.9,-2.85,6.72,3.5,-2.0,-36.3
202257,1197,1197,1197,1197,0.35,648,11.5,5.04,1.54,127.92,-10.55,-3.49,9.15,2.3,-13.1,-36.6
202258,1197,1197,1197,1197,0.38,651,11.49,4.61,1.68,126.12,5.56,1.9,7.04,3.1,10.3,-35.1
202258,1197,1197,1197,1197,0.37,650,11.49,5.06,1.53,124.39,5.88,-0.04,4.31,4.9,-15.3,-33.6
202258,1197,1197,1197,1197,0.42,655,11.48,4.89,1.09,122.6,-10.02,1.03,16.46,0.9,-20.6,-36.3
202258,1197,1197,1197,1197,0.38,651,11.49,4.98,1.02,120.64,6.18,6.05,8.46,-0.2,6.4,-40.0
202258,1197,1197,1197,1197,0.41,654,11.5,4.94,1.07,118.69,7.94,-0.87,6.54,-1.7,17.9,-38.6
202258,1197,1197,1197,1197,0.41,654,11.47,4.63,0.94,116.72,9.95,7.5,5.62,-1.4,5.1,-38.8
202258,1197,1197,1197,1197,0.38,651,11.49,4.52,0.64,114.82,-6.51,-1.66,11.15,-1.1,-12.3,-38.9
202258,1197,1197,1197,1197,0.44,658,11.49,4.38,0.58,112.9,4.98,0.78,10.28,-1.1,2.3,-39.9
202258,1197,1197,1197,1197,0.38,651,11.5,4.88,0.49,110.95,5.8,-2.66,10.15,1.0,6.0,-40.9
202258,1197,1197,1197,1197,0.41,654,11.49,4.98,0.41,108.97,7.44,0.48,2.7,-1.2,11.2,-37.8
202258,1197,1197,1197,1197,0.41,654,11.49,4.78,0.37,107.16,-0.66,6.64,-3.52,1.3,-14.5,-35.5
202258,1197,1197,1197,1197,0.41,654,11.48,4.83,0.27,105.43,-3.56,-0.08,9.91,1.5,-2.4,-33.8
202258,1197,1197,1197,1197,0.43,657,11.5,4.95,-0.02,103.74,-9.49,5.91,19.6,-0.4,0.5,-33.6
202258,1197,1197,1197,1197,0.41,654,11.49,5.06,0.38,102.07,6.78,2.12,2.73,1.2,8.5,-31.2
202258,1197,1197,1197,1197,0.4,653,11.5,5.31,0.36,100.53,-0.36,0.17,5.13,0.4,5.0,-31.2
202258,1197,1197,1197,1197,0.43,657,11.49,5.61,0.2,98.88,-0.79,3.97,12.15,-1.2,-26.4,-32.2
202258,1197,1197,1197,1197,0.43,657,11.5,6.2,0.19,97.22,-3.22,-1.89,6.12,0.1,-0.4,-34.1
202258,1197,1197,1197,1197,0.42,656,11.49,5.68,-0.03,95.45,-6.57,6.63,10.51,0.9,-19.2,-36.9
202258,1197,1197,1197,1197,0.46,660,11.5,5.68,0.17,93.6,4.54,2.76,6.76,0.7,8.2,-39.1
202258,1197,1197,1197,1197,0.42,656,11.49,4.89,0.22,91.76,-4.79,-2.17,6.68,2.0,-18.6,-36.4
202259,1197,1197,1197,1197,0.41,654,11.5,4.76,0.11,89.99,-12.99,4.43,16.17,0.3,-11.2,-38.6
202259,1197,1197,1197,1197,0.39,652,11.5,5.26,0.25,88.14,0.02,-4.7,5.94,-0.3,-0.4,-38.1
202259,1197,1197,1197,1197,0.42,655,11.49,4.7,0.11,86.2,5.59,0.34,10.02,-1.1,-24.0,-38.5
202259,1197,1197,1197,1197,0.42,655,11.49,4.84,0.02,84.34,2.74,1.68,1.35,0.4,-17.2,-36.4
202259,1197,1197,1197,1197,0.42,655,11.5,4.97,-0.05,82.46,3.86,0.21,5.26,2.5,-18.1,-36.1
202259,1197,1197,1197,1197,0.42,655,11.49,5.1,-0.17,80.6,-4.96,0.21,15.99,4.1,5.8,-36.9
202259,1197,1197,1197,1197,0.45,659,11.49,4.93,-0.22,78.77,6.57,5.42,1.09,3.7,7.7,-35.9
202259,1197,1197,1197,1197,0.45,659,11.49,5.04,-0.18,77.01,-0.87,-0.02,11.17,3.4,-2.1,-34.4
202259,1197,1197,1197,1197,0.43,657,11.49,5.28,-0.31,75.32,5.09,-0.05,8.76,2.8,-3.5,-33.9
202259,1197,1197,1197,1197,0.45,659,11.49,5.35,-0.55,73.66,5.29,-1.27,8.5,2.5,-15.0,-31.2
202259,1197,1197,1197,1197,0.42,655,11.47,5.17,-1.0,72.09,-0.76,-1.34,5.92,0.3,0.7,-31.9
202259,1197,1197,1197,1197,0.4,653,11.49,4.95,-1.54,70.5,0.03,-1.46,12.5,0.7,-37.0,-32.8
202259,1197,1197,1197,1197,0.42,655,11.49,4.76,-1.24,68.9,3.33,-0.51,3.07,0.5,4.9,-31.8
202259,1197,1197,1197,1197,0.43,657,11.48,4.56,-1.68,67.3,4.23,2.49,7.61,0.0,15.0,-32.7
202259,1197,1197,1197,1197,0.45,659,11.48,5.0,-1.97,65.65,6.8,4.16,9.84,0.1,-1.7,-32.3
202259,1197,1197,1197,1197,0.46,660,11.49,5.77,-2.3,63.98,4.9,8.96,8.01,0.6,14.2,-34.5
202259,1197,1197,1197,1197,0.48,662,11.5,5.96,-2.29,62.27,-2.2,-1.04,5.63,1.3,5.6,-35.2
202259,1197,1197,1197,1197,0.43,657,11.5,6.15,-2.35,60.59,-9.95,-2.31,19.6,0.4,-5.5,-32.5
202259,1197,1197,1197,1197,0.43,657,11.49,6.01,-2.09,58.95,-2.15,-8.96,16.77,3.7,-26.4,-33.6
202259,1197,1197,1197,1197,0.46,660,11.49,5.63,-2.16,57.35,4.16,0.48,6.64,2.5,5.7,-32.0
202300,1197,1197,1197,1197,0.46,660,11.5,5.52,-1.9,55.79,11.11,2.91,-2.8,0.7,15.4,-30.7
202300,1197,1197,1197,1197,0.47,661,11.48,6.02,-2.01,54.3,3.37,2.14,9.59,1.3,1.4,-29.7
202300,1197,1197,1197,1197,0.42,656,11.49,6.21,-2.05,52.81,7.15,1.1,6.89,-1.8,1.1,-30.9
202300,1197,1197,1197,1197,0.44,658,11.49,5.98,-2.23,51.33,6.67,-1.44,6.08,-0.1,13.7,-31.8
202300,1197,1197,1197,1197,0.44,658,11.49,5.2,-2.2,49.9,4.35,0.25,8.39,-1.8,-11.2,-27.5
202300,1197,1197,1197,1197,0.42,656,11.46,5.19,-2.09,48.53,-15.14,2.19,18.06,-0.1,-17.5,-29.8
202300,1197,1197,1197,1197,0.45,659,11.48,4.93,-1.5,47.01,-0.54,-2.49,16.6,-1.2,-0.5,-32.2
202300,1197,1197,1197,1197,0.43,657,11.48,4.76,-1.38,45.42,3.37,-8.65,9.69,-1.1,-20.4,-31.3
202300,1197,1197,1197,1197,0.45,659,11.5,4.53,-1.44,43.8,-1.25,-1.08,8.52,-2.2,-1.1,-32.7
202300,1197,1197,1197,1197,0.45,659,11.5,4.7,-1.35,42.18,-1.63,-3.39,14.98,-2.3,-2.2,-32.7
202300,1197,1197,1197,1197,0.47,661,11.49,4.88,-1.21,40.6,3.71,-1.62,11.15,-1.6,2.0,-31.8
202300,1197,1197,1197,1197,0.45,659,11.49,4.83,-1.06,39.03,5.4,0.71,7.32,-1.0,-1.8,-31.9
202300,1197,1197,1197,1197,0.43,657,11.48,4.95,-0.98,37.41,4.28,3.65,7.88,0.7,5.0,-33.7
202300,1197,1197,1197,1197,0.42,656,11.49,4.86,-0.96,35.76,-3.5,4.08,7.13,0.7,0.6,-33.9
202300,1197,1197,1197,1197,0.44,658,11.49,5.21,-0.69,34.19,1.0,-1.54,5.64,2.0,3.5,-30.9
202300,1197,1197,1197,1197,0.46,660,11.49,5.11,-0.73,32.66,10.23,-2.76,11.32,1.8,33.6,-30.9
202300,1197,1197,1197,1197,0.43,657,11.48,4.77,-0.46,31.23,9.53,2.26,3.92,1.7,12.0,-28.0
202300,1197,1197,1197,1197,0.48,662,11.51,5.61,-0.1,29.8,-3.0,-1.18,4.52,0.0,7.2,-29.5
202300,1197,1197,1197,1197,0.42,656,11.48,5.83,0.66,28.33,3.68,2.53,-1.01,-0.4,-6.3,-29.4
202300,1197,1197,1197,1197,0.42,656,11.48,5.55,0.83,26.82,-13.18,-0.03,17.05,1.2,-19.8,-29.8
202301,1197,1197,1197,1197,0.45,659,11.48,4.65,1.01,25.25,-3.08,-2.79,7.02,2.7,-4.3,-31.1
202301,1197,1197,1197,1197,0.42,656,11.49,4.29,1.15,23.71,-11.95,-3.61,19.47,3.7,3.2,-29.7
202301,1197,1197,1197,1197,0.41,654,11.51,4.31,1.37,22.22,-11.63,-0.35,13.86,2.2,0.3,-30.9
202301,1197,1197,1197,1197,0.44,658,11.49,4.85,1.62,20.64,-3.77,3.01,14.47,2.9,2.3,-32.9
202301,1197,1197,1197,1197,0.44,658,11.48,4.78,1.74,19.03,6.05,-4.0,-1.21,1.4,-16.2,-31.3
202301,1197,1197,1197,1197,0.42,656,11.49,5.13,1.56,17.47,1.22,3.19,8.41,1.6,-6.8,-31.7
202301,1197,1197,1197,1197,0.47,661,11.48,5.63,1.47,15.88,4.44,-2.21,5.97,-2.3,-3.0,-32.0
202301,1197,1197,1197,1197,0.42,655,11.48,5.7,1.34,14.3,-0.82,0.6,7.17,-2.6,13.3,-31.7
202301,1197,1197,1197,1197,0.44,658,11.49,5.74,1.46,12.71,4.87,-0.02,2.38,-4.2,-5.0,-30.7
202301,1197,1197,1197,1197,0.42,656,11.5,5.67,1.37,11.18,-3.3,11.57,9.85,-2.4,-0.1,-32.7
202301,1197,1197,1197,1197,0.44,658,11.48,5.88,1.62,9.49,-3.0,7.66,8.05,0.7,-2.2,-33.4
202301,1197,1197,1197,1197,0.45,659,11.49,6.03,1.75,7.92,2.5,4.37,3.73,0.5,-8.6,-29.7
202301,1197,1197,1197,1197,0.42,655,11.49,6.22,1.43,6.45,1.99,-2.56,8.55,3.2,-7.1,-29.0
202301,1197,1197,1197,1197,0.44,658,11.48,6.21,1.19,5.04,-8.85,-4.8,8.48,0.5,-23.2,-29.2
202301,1197,1197,1197,1197,0.43,657,11.48,6.06,1.51,3.66,4.57,-2.49,17.61,0.5,25.4,-27.2
202301,1197,1197,1197,1197,0.42,656,11.47,6.08,1.51,2.38,12.97,0.98,8.01,1.6,16.9,-24.1
202301,1197,1197,1197,1197,0.42,655,11.5,6.32,1.72,1.21,3.73,2.46,9.75,2.9,2.9,-24.2
202301,1197,1197,1197,1197,0.42,655,11.49,6.29,1.52,0.04,-6.99,4.28,14.86,2.5,15.4,-23.6
202301,1197,1197,1197,1197,0.44,658,11.49,6.65,1.88,-1.22,2.17,0.01,8.15,2.1,19.8,-26.6
202301,1197,1197,1197,1197,0.41,654,11.49,6.63,1.78,-2.59,-12.16,-4.18,9.08,2.4,1.3,-26.8
202302,1198,1198,1198,1198,0.43,657,11.46,6.11,1.81,-3.98,-9.04,1.54,17.01,3.4,0.7,-28.3
202302,1198,1198,1198,1198,0.42,656,11.49,6.58,2.08,-5.29,-3.19,1.15,9.52,2.5,0.9,-26.3
202302,1198,1198,1198,1198,0.41,654,11.5,6.55,2.14,-6.58,9.41,1.37,4.99,0.7,10.9,-27.3
202302,1198,1198,1198,1198,0.39,652,11.49,6.41,2.12,-7.9,0.43,4.36,19.29,1.3,10.6,-25.2
202302,1198,1198,1198,1198,0.39,652,11.48,6.31,1.96,-9.14,-4.77,1.98,15.6,3.8,-9.5,-27.5
202302,1198,1198,1198,1198,0.41,654,11.49,6.22,1.87,-10.48,5.62,4.35,12.66,0.9,-8.7,-28.7
202302,1198,1198,1198,1198,0.39,652,11.49,6.42,1.44,-11.95,-2.96,0.91,14.59,0.6,-13.0,-32.2
202302,1198,1198,1198,1198,0.43,657,11.49,7.03,1.3,-13.48,1.18,-2.13,10.13,0.2,-9.8,-32.0
202302,1198,1198,1198,1198,0.37,650,11.47,6.99,1.01,-15.09,-1.5,-3.04,-2.14,0.7,-33.4,-30.3
202302,1198,1198,1198,1198,0.37,650,11.49,6.71,0.99,-16.64,2.48,-1.67,9.67,-0.4,1.4,-31.9
202302,1198,1198,1198,1198,0.36,649,11.49,6.27,0.73,-18.22,-0.24,2.53,5.85,2.9,-11.9,-30.5
202302,1198,1198,1198,1198,0.36,649,11.48,6.28,0.78,-19.87,0.83,5.65,7.74,1.0,-4.8,-33.0
202302,1198,1198,1198,1198,0.37,650,11.49,6.22,0.52,-21.6,7.02,-0.56,10.31,1.0,11.0,-33.2
202302,1198,1198,1198,1198,0.37,650,11.48,5.42,0.39,-23.29,-4.73,-2.36,12.83,2.0,0.1,-32.4
202302,1198,1198,1198,1198,0.37,650,11.48,5.29,0.3,-24.97,5.23,-0.63,7.04,-0.2,-0.7,-32.0
