time,pwm1,pwm2,pwm3,pwm4,depth,press,voltage,roll,pitch,yaw,a_x,a_y,a_z,w_row,w_pitch,w_yaw
202418,1183,1183,1183,1183,0.65,663,11.93,3.09,4.31,-164.83,-13.06,0.49,13.47,4.2,-11.4,-14.0
202418,1183,1183,1183,1183,0.65,663,11.94,3.11,4.56,-165.53,5.96,0.87,1.14,6.0,8.3,-15.1
202418,1183,1183,1183,1183,0.67,665,11.93,3.09,4.3,-166.19,-6.59,-0.8,19.6,4.8,-10.5,-10.4
202418,1183,1183,1183,1183,0.66,664,11.93,3.47,4.33,-166.81,-9.1,-4.32,19.6,3.9,-10.4,-15.1
202418,1183,1183,1183,1183,0.66,664,11.93,3.66,4.0,-167.49,-14.08,7.51,19.6,4.7,-15.9,-13.2
202418,1183,1183,1183,1183,0.64,662,11.92,4.37,4.04,-168.11,-3.66,0.42,12.29,3.3,-3.6,-12.8
202418,1183,1183,1183,1183,0.68,666,11.93,4.23,4.01,-168.84,-2.9,1.86,13.97,2.8,-3.6,-13.2
202418,1183,1183,1183,1183,0.66,664,11.94,4.31,3.5,-169.66,-9.12,-2.34,7.65,4.2,1.9,-17.0
202418,1183,1183,1183,1183,0.65,663,11.92,4.27,3.29,-170.45,-3.58,7.44,8.08,2.1,-8.7,-13.7
202418,1183,1183,1183,1183,0.65,663,11.94,4.29,3.28,-171.32,3.82,-0.09,6.55,1.0,3.8,-16.4
202418,1183,1183,1183,1183,0.7,668,11.93,4.19,2.98,-172.16,4.34,0.77,6.41,0.1,2.3,-15.7
202418,1183,1183,1183,1183,0.67,665,11.93,3.83,2.62,-173.01,-8.18,3.49,8.63,0.2,4.0,-16.7
202418,1183,1183,1183,1183,0.65,663,11.92,4.01,2.66,-173.95,-10.83,2.42,19.6,0.2,-8.1,-17.0
202418,1183,1183,1183,1183,0.67,665,11.93,4.11,2.94,-174.89,0.71,2.52,9.25,-0.1,2.1,-17.9
202418,1183,1183,1183,1183,0.64,662,11.92,4.45,3.35,-175.78,-1.23,-4.03,7.6,1.2,1.6,-19.6
202418,1183,1183,1183,1183,0.67,665,11.94,4.59,3.48,-176.74,-19.6,1.82,19.6,-0.1,-5.4,-19.2
202419,1183,1183,1183,1183,0.66,664,11.93,4.69,4.02,-177.7,-1.62,-0.81,7.02,0.6,-6.7,-19.6
202419,1183,1183,1183,1183,0.63,661,11.94,4.73,3.84,-178.68,-9.57,-2.07,17.16,-0.2,0.9,-21.5
210429,1100,1100,1100,1100,-0.02,601,12.22,6.39,-3.44,-128.98,0.49,0.95,8.62,-0.7,0.9,-0.2
210429,1100,1100,1100,1100,0.0,603,12.17,6.36,-3.39,-128.99,0.48,0.93,8.76,-0.3,0.9,-0.4
210429,1100,1100,1100,1100,0.01,604,12.16,6.35,-3.35,-129.0,0.52,0.92,8.68,0.1,0.5,-0.2
210429,1100,1100,1100,1100,0.02,605,12.14,6.37,-3.34,-129.01,0.47,0.85,8.76,0.5,0.0,-0.3
210430,1182,1182,1182,1182,0.01,604,12.09,6.4,-3.35,-129.02,0.43,1.05,8.65,0.7,-0.2,-0.2
210430,1182,1182,1182,1182,0.06,609,12.08,6.44,-3.36,-129.03,0.68,0.8,8.91,0.8,-0.5,-0.2
210430,1182,1182,1182,1182,0.04,607,12.07,6.68,-3.53,-129.03,-2.23,1.1,10.72,5.3,3.5,-0.3
210430,1182,1182,1182,1182,0.01,604,12.07,7.08,-3.26,-129.01,-3.44,-3.13,10.57,8.4,8.9,-0.4
210430,1182,1182,1182,1182,0.05,608,12.07,7.36,-2.77,-128.98,1.35,-2.05,9.88,4.2,13.5,-2.2
210430,1182,1182,1182,1182,0.08,612,12.06,7.67,-2.47,-129.07,15.15,1.75,-3.92,-1.0,5.1,-3.7
210430,1182,1182,1182,1182,0.08,611,12.07,7.75,-2.95,-129.22,-2.81,0.79,9.71,-6.7,-3.4,-2.6
210430,1182,1182,1182,1182,0.13,617,12.06,7.53,-2.92,-129.49,6.34,-3.18,6.26,-7.4,-10.4,-5.1
210430,1182,1182,1182,1182,0.1,614,12.08,7.06,-3.77,-129.86,-1.49,-0.55,13.0,-8.9,-9.1,-6.1
210430,1182,1182,1182,1182,0.11,615,12.06,6.72,-4.29,-130.2,-3.23,-0.4,10.18,-9.3,-4.5,-5.6
210430,1182,1182,1182,1182,0.1,614,12.06,6.58,-5.11,-130.64,-3.42,-0.26,6.99,-7.6,-9.6,-8.5
210430,1182,1182,1182,1182,0.16,620,12.06,6.54,-4.84,-131.14,0.22,6.78,13.36,-7.4,-1.8,-7.2
210430,1182,1182,1182,1182,0.15,619,12.07,6.03,-4.43,-131.57,-1.49,2.51,2.14,-8.1,-0.3,-8.2
